title,score,genres,ranked,popularity,members,favorites
Eiga Daisuki Pompo-san,8.15,"Comedy, Drama, Showbiz",#456,#3132,"53,853",481
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.15,"Slice of Life, CGDCT, Iyashikei, Seinen",#459,#4738,"23,289",29
Dr. Stone: Ryuusui,8.15,"Adventure, Comedy, Sci-Fi, Shounen",#455,#798,"316,365",836
Toaru Kagaku no Railgun T,8.15,"Action, Fantasy, Sci-Fi, Super Power",#452,#1058,"239,580","3,304"
Fanren Xiu Xian Chuan 3rd Season,8.15,"Action, Adventure, Fantasy, Historical, Martial Arts",#457,#11964,"1,849",22
Yi Nian Yong Heng: Chuan Cheng Pian,8.15,"Action, Adventure, Fantasy, Historical, Martial Arts",#453,#7625,"7,093",94
Kaiba,8.14,"Adventure, Avant Garde, Award Winning, Mystery, Romance, Sci-Fi, Psychological",#460,#1559,"156,681","3,801"
Lupin III: Cagliostro no Shiro,8.15,"Action, Adventure, Award Winning, Comedy, Mystery, Adult Cast, Seinen",#458,#1912,"120,020","1,408"
Dr. Stone: New World,8.15,"Adventure, Comedy, Sci-Fi, Shounen",#454,#468,"499,969","3,149"
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.14,"Action, Romance, Supernatural, School",#461,#942,"268,098","1,051"
Noragami Aragoto,8.14,"Action, Supernatural, Mythology, Shounen",#463,#84,"1,485,174","11,536"
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.14,"Action, Adventure, Fantasy, Video Game, Shounen",#464,#2013,"112,476",444
Major: Message,8.14,"Sports, Team Sports, Shounen",#462,#4137,"31,504",60
Ginga Eiyuu Densetsu Gaiden,8.14,"Action, Drama, Sci-Fi, Military, Space",#469,#4598,"25,014",70
Tensei shitara Slime Datta Ken,8.14,"Action, Adventure, Comedy, Fantasy, Isekai, Reincarnation, Shounen",#465,#82,"1,511,952","31,188"
Eizouken ni wa Te wo Dasu na!,8.13,"Adventure, Award Winning, Comedy, Otaku Culture, School, Seinen",#470,#715,"346,261","4,292"
Working!!! Lord of the Takanashi,8.14,"Comedy, Romance, Workplace, Seinen",#466,#2107,"104,665",214
Black Clover,8.14,"Action, Fantasy, Shounen",#467,#57,"1,738,094","47,792"
Given: Uragawa no Sonzai,8.13,"Boys Love, Drama, Music, School",#471,#2285,"92,480",759
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,"Adventure, Drama, Sci-Fi, Adult Cast, Music",#473,#2576,"76,074",984
Death Parade,8.14,"Drama, Fantasy, Suspense, Adult Cast, High Stakes Game, Psychological",#468,#48,"1,815,130","28,689"
IDOLiSH7 Second Beat!,8.13,"Drama, Idols (Male), Music",#472,#4050,"33,000",407
Lupin III: Part 5,8.13,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen",#476,#3424,"45,709",408
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.13,"Action, Sci-Fi, Mecha, Military, Space, Shounen",#474,#4643,"24,444",121
Kimetsu no Yaiba: Hashira Geiko-hen,8.13,"Action, Supernatural, Historical, Shounen",#475,#423,"544,988","4,363"
Nodame Cantabile: Paris-hen,8.13,"Comedy, Romance, Adult Cast, Music, Josei",#478,#1834,"126,699",286
Shokugeki no Souma,8.13,"Gourmet, Ecchi, School, Shounen",#480,#61,"1,676,825","23,607"
Princess Tutu,8.13,"Drama, Mystery, Romance, Anthropomorphic, Love Polygon, Mahou Shoujo, Performing Arts",#479,#1416,"174,162","5,138"
Nisemonogatari,8.13,"Comedy, Mystery, Supernatural, Ecchi",#477,#280,"745,442","3,909"
Xian Ni,8.12,"Action, Adventure, Fantasy, Historical",#482,#9649,"3,779",80
Gankutsuou,8.12,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",#483,#998,"255,810","3,930"
Skip to Loafer,8.12,"Drama, School, Seinen",#481,#888,"289,731","3,348"
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,"Action, Comedy, Sci-Fi, Gag Humor, Historical, Parody, Samurai, Shounen",#484,#3574,"42,385",74
Golden Kamuy 4th Season,8.12,"Action, Adventure, Adult Cast, Historical, Military, Seinen",#486,#2129,"103,219",599
Katekyou Hitman Reborn!,8.12,"Action, Comedy, Organized Crime, Super Power, Shounen",#488,#405,"566,675","15,939"
Hinamatsuri,8.12,"Comedy, Childcare, Organized Crime, Super Power, Seinen",#487,#440,"526,942","4,559"
Given Movie 1,8.12,"Boys Love, Drama, Music",#485,#1032,"245,344","1,647"
Paripi Koumei,8.12,"Comedy, Adult Cast, Music, Reincarnation, Showbiz",#490,#826,"308,477","2,616"
Kaze Tachinu,8.12,"Award Winning, Drama, Romance, Historical",#489,#701,"353,032","3,608"
Precure All Stars Movie F,8.12,"Action, Mahou Shoujo",#491,#10079,"3,289",40
Kamisama Hajimemashita,8.11,"Comedy, Romance, Supernatural, Mythology, Shoujo",#494,#321,"676,943","15,949"
Seirei no Moribito,8.12,"Action, Adventure, Fantasy",#492,#1140,"223,488","2,781"
Kuragehime,8.11,"Comedy, Adult Cast, Crossdressing, Visual Arts, Josei",#495,#1022,"246,552","4,909"
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.11,"Action, Comedy, Drama, Sci-Fi, Mahou Shoujo",#496,#4618,"24,802",200
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.11,"Action, Adventure, Super Power, Shounen",#493,#113,"1,259,212","22,773"
Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,"Action, Mystery, Detective, Shounen",#498,#2988,"58,914",71
Meitantei Conan Movie 05: Tengoku e no Countdown,8.11,"Adventure, Comedy, Mystery, Detective, Shounen",#497,#2811,"65,594",65
One Piece Film: Z,8.11,"Action, Adventure, Fantasy, Shounen",#499,#880,"293,705",639
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.11,"Action, Adventure, Fantasy, Shounen",#500,#2662,"72,087",82
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.11,"Action, Comedy, Drama, Sci-Fi, Mahou Shoujo",#502,#4618,"24,802",200
Meitantei Conan Movie 05: Tengoku e no Countdown,8.11,"Adventure, Comedy, Mystery, Detective, Shounen",#503,#2811,"65,602",65
Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,"Action, Mystery, Detective, Shounen",#504,#2988,"58,914",71
One Piece Film: Z,8.11,"Action, Adventure, Fantasy, Shounen",#505,#880,"293,705",639
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.11,"Action, Adventure, Fantasy, Shounen",#506,#2662,"72,087",82
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,"Comedy, Gag Humor, School, Super Power, Shounen",#507,#1103,"230,792",470
JoJo no Kimyou na Bouken Part 6: Stone Ocean,8.1,"Action, Adventure, Super Power, Shounen",#508,#431,"532,770","7,120"
Kidou Senshi Gundam 00,8.1,"Action, Drama, Sci-Fi, Mecha, Military, Space",#509,#1135,"224,333","4,498"
Kono Subarashii Sekai ni Shukufuku wo!,8.1,"Adventure, Comedy, Fantasy, Isekai, Parody",#510,#38,"2,024,371","45,984"
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,8.1,"Action, Award Winning, Mystery, Sci-Fi, Adult Cast, Detective, Mecha, Military, Seinen",#511,#2138,"102,644",250
Mahoutsukai no Yome: Hoshi Matsu Hito,8.1,"Drama, Fantasy, Urban Fantasy, Shounen",#512,#889,"288,409",747
Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.1,"Adventure, Drama, Romance, Supernatural, Adult Cast",#513,#1186,"214,325","1,519"
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.1,"Action, Adventure, Supernatural, Martial Arts, Super Power, Shounen",#514,#2549,"77,346",325
Akatsuki no Yona OVA,8.1,"Action, Adventure, Fantasy, Historical, Shoujo",#515,#1711,"138,694",402
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.1,"Comedy, Drama, Romance, School",#516,#906,"281,365","1,625"
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.1,"Action, Comedy, Gag Humor, Historical, Parody, Samurai, Shounen",#517,#3899,"35,345",37
Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.1,"Slice of Life, CGDCT, Iyashikei",#518,#6149,"12,053",80
Toki wo Kakeru Shoujo,8.1,"Award Winning, Drama, Romance, Sci-Fi, School, Time Travel",#519,#251,"805,759","5,919"
Serial Experiments Lain,8.09,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense, Psychological",#520,#246,"814,596","29,673"
Tsurune: Tsunagari no Issha,8.09,"Sports, School",#521,#2968,"59,804",445
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,8.09,"Drama, Suspense, Psychological, School",#522,#311,"691,581","8,355"
Jigokuraku,8.09,"Action, Adventure, Fantasy, Gore, Historical, Samurai, Shounen",#523,#272,"757,557","8,191"
Kidou Senshi Gundam Unicorn,8.09,"Action, Drama, Sci-Fi, Mecha, Military, Space",#524,#2156,"101,633","1,627"
Kuroko no Basket: Saikou no Present desu,8.09,"Sports, School, Team Sports, Shounen",#525,#2038,"110,807",212
Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",#526,#3160,"52,829",611
Detroit Metal City,8.09,"Comedy, Adult Cast, Gag Humor, Music, Parody, Showbiz, Seinen",#527,#1177,"216,248","3,272"
Durarara!!,8.09,"Action, Mystery, Supernatural",#528,#92,"1,433,574","30,004"
Gin no Saji,8.09,"Comedy, School, Shounen",#529,#859,"299,769","2,961"
Hajime no Ippo: Boxer no Kobushi,8.09,"Sports, Combat Sports, Shounen",#530,#3004,"58,382",87
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.09,"Fantasy, Isekai, Reincarnation",#531,#1129,"225,338",834
Ansatsu Kyoushitsu,8.08,"Action, Comedy, School, Shounen",#532,#34,"2,076,636","30,190"
Baccano! Specials,8.08,"Action, Mystery, Supernatural, Adult Cast, Historical, Organized Crime",#533,#1378,"181,592",305
Fumetsu no Anata e Season 2,8.08,"Adventure, Drama, Supernatural, Shounen",#534,#877,"294,540","1,590"
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,8.08,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",#535,#3871,"36,070",56
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,8.08,"Action, Comedy, Sci-Fi, Historical, Mecha, Parody, Samurai, Shounen",#536,#3025,"57,625",73
Gridman Universe,8.08,"Action, Sci-Fi, Mecha",#537,#4074,"32,660",284
Haikyuu!! Movie 2: Shousha to Haisha,8.08,"Sports, School, Team Sports, Shounen",#538,#2179,"100,136",99
Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.08,"Slice of Life, CGDCT, Iyashikei, School, Visual Arts",#539,#5655,"14,886",34
Tsubasa: Shunraiki,8.08,"Action, Adventure, Drama, Fantasy, Romance, Shounen",#540,#2878,"63,353",251
Tsukimonogatari,8.08,"Comedy, Mystery, Supernatural, Ecchi, Vampire",#541,#562,"426,710",945
Uchouten Kazoku 2,8.08,"Comedy, Drama, Fantasy, Anthropomorphic, Mythology, Urban Fantasy",#542,#2799,"66,066",319
Yuusha-Ou GaoGaiGar Final,8.08,"Adventure, Drama, Sci-Fi, Mecha, Super Power",#543,#6344,"11,157",184
Zankyou no Terror,8.08,"Mystery, Suspense, Detective, Psychological",#544,#122,"1,199,650","22,467"
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.07,"Action, Adventure, Fantasy, Video Game, Shounen",#545,#774,"326,334","2,506"
Shokugeki no Souma: Ni no Sara,8.07,"Gourmet, Ecchi, School, Shounen",#546,#129,"1,159,601","3,091"
Skip Beat!,8.07,"Comedy, Drama, Romance, Love Polygon, Showbiz, Shoujo",#547,#921,"275,203","5,232"
Boku no Hero Academia 2nd Season,8.07,"Action, School, Super Power, Shounen",#548,#15,"2,584,273","16,935"
Boku no Hero Academia 7th Season,8.07,"Action, School, Super Power, Shounen",#549,#758,"331,735","2,448"
Gintama: Dai Hanseikai,8.07,"Action, Comedy, Parody, Samurai, Shounen",#550,#3722,"39,179",52
Girls & Panzer: Saishuushou Part 2,8.07,"CGDCT, Military, School",#551,#3710,"39,464",105
Hikaru no Go,8.07,"Comedy, Drama, Supernatural, School, Strategy Game, Shounen",#552,#1681,"141,982","2,456"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,8.07,"Fantasy, Isekai, Reincarnation",#553,#1465,"168,391",952
Kanata no Astra,8.07,"Adventure, Award Winning, Mystery, Sci-Fi, Suspense, Space, Survival, Shounen",#554,#793,"317,424","3,255"
Karasu wa Aruji wo Erabanai,8.07,"Drama, Fantasy, Historical, Mythology",#555,#3652,"40,681",315
Kidou Senshi Gundam 00 Second Season,8.07,"Action, Drama, Sci-Fi, Mecha, Military, Space",#556,#1571,"154,769","1,396"
Kimi wa Houkago Insomnia,8.07,"Romance, School, Seinen",#557,#1112,"229,744","2,027"
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,"Action, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Mecha, Psychological, Seinen",#558,#3608,"41,638",58
Kuroko no Basket Movie 4: Last Game,8.07,"Sports, School, Team Sports, Shounen",#559,#789,"318,989","1,084"
Overlord IV,8.07,"Action, Adventure, Fantasy, Isekai",#560,#407,"564,671","7,251"
Quanzhi Gaoshou: Dianfeng Rongyao,8.07,"Action, Video Game",#561,#3162,"52,767",135
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.06,"Action, Adventure, Super Power, Shounen",#562,#902,"283,069","1,102"
Kamisama Hajimemashita OVA,8.06,"Comedy, Romance, Supernatural, Mythology, Shoujo",#563,#1722,"137,569",468
Kidou Senshi Gundam: Tekketsu no Orphans,8.06,"Action, Drama, Sci-Fi, Mecha, Space",#564,#1009,"252,567","3,411"
Kuroshitsuji: Book of Circus,8.06,"Action, Mystery, Supernatural, Historical, Mythology, Shounen",#565,#571,"418,783","3,719"
Kyou kara Ore wa!!,8.06,"Comedy, Delinquents, Shounen",#566,#3868,"36,139",456
Mahoutsukai no Yome,8.06,"Drama, Fantasy, Romance, Mythology, Urban Fantasy, Shounen",#567,#179,"959,883","12,706"
Meitantei Conan Movie 08: Ginyoku no Magician,8.06,"Adventure, Comedy, Mystery, Detective, Shounen",#568,#2996,"58,550",44
Meitantei Conan Movie 18: Ijigen no Sniper,8.06,"Action, Mystery, Detective, Shounen",#569,#3454,"45,058",39
Sakura-sou no Pet na Kanojo,8.06,"Drama, Romance, School, Visual Arts",#570,#109,"1,271,740","26,167"
Spy x Family Season 2,8.06,"Action, Comedy, Childcare, Super Power, Shounen",#571,#425,"542,154","3,529"
Toradora!,8.06,"Drama, Romance, Love Polygon, School",#572,#25,"2,253,169","57,117"
Uma Musume: Pretty Derby Season 2,8.06,"Sports, Anthropomorphic, Racing",#573,#3077,"55,571",875
City Hunter 2,8.06,"Action, Comedy, Mystery, Shounen",#574,#4333,"28,329",174
Douluo Dalu II: Jueshi Tangmen,8.06,"Action, Adventure, Fantasy, Martial Arts",#575,#9106,"4,509",87
Ginga Eiyuu Densetsu Gaiden (1999),8.06,"Action, Drama, Sci-Fi, Adult Cast, Military, Space",#576,#4958,"20,985",27
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,8.06,"Drama, Sci-Fi, Adult Cast, Military, Space",#577,#4159,"30,968",69
Hyouka,8.06,"Mystery, Slice of Life, School",#578,#95,"1,407,614","27,405"
Angel Beats!,8.05,"Drama, Fantasy, School",#579,#31,"2,112,389","48,842"
Darker than Black: Kuro no Keiyakusha,8.05,"Action, Mystery, Sci-Fi, Super Power",#580,#174,"965,648","16,620"
Dorohedoro,8.05,"Action, Comedy, Fantasy, Horror, Gore, Seinen",#581,#397,"573,515","9,302"
Durarara!!x2 Ketsu,8.05,"Action, Mystery, Supernatural",#582,#635,"386,419","1,079"
Haikyuu!! Movie 1: Owari to Hajimari,8.05,"Sports, School, Team Sports, Shounen",#583,#2054,"109,268",129
Kodomo no Omocha (TV),8.05,"Comedy, Drama, Romance, Love Polygon, Showbiz, Shoujo",#584,#2679,"71,552","1,392"
Koukyoushihen Eureka Seven,8.05,"Action, Adventure, Drama, Romance, Sci-Fi, Mecha",#585,#536,"443,125","9,135"
Kuroko no Basket,8.05,"Sports, School, Team Sports, Shounen",#586,#117,"1,236,090","21,137"
Kuroshitsuji: Book of Murder,8.05,"Action, Mystery, Supernatural, Historical, Mythology, Shounen",#587,#995,"256,713","1,165"
Meitantei Conan Movie 25: Halloween no Hanayome,8.05,"Action, Mystery, Detective, Shounen",#588,#5372,"17,000",95
No Game No Life,8.05,"Comedy, Fantasy, Ecchi, Isekai, Strategy Game",#589,#19,"2,447,999","47,993"
One Piece Film: Strong World,8.05,"Action, Adventure, Fantasy, Shounen",#590,#969,"262,771",482
Ranma ½ (2024),8.05,"Action, Comedy, Romance, Ecchi, Magical Sex Shift, Martial Arts, School, Shounen",#591,#2622,"73,657",336
Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.05,"Action, Adventure, Fantasy, Sci-Fi, Mythology, Shounen",#592,#2983,"59,004",390
The Fable,8.05,"Comedy, Suspense, Adult Cast, Organized Crime, Seinen",#593,#2838,"64,650",422
Tunshi Xingkong,8.05,"Action, Adventure, Fantasy, Sci-Fi, Martial Arts",#594,#6884,"9,159",149
World Trigger 2nd Season,8.05,"Action, Sci-Fi, Shounen",#595,#1539,"159,357",799
Yowamushi Pedal: Grande Road,8.05,"Sports, Racing, Shounen",#596,#1674,"143,250",497
Yuanshen: Jinzhong Ge,8.05,"Action, Drama, Fantasy",#597,#8920,"4,822",21
Shijou Saikyou no Deshi Kenichi,8.04,"Action, Comedy, Martial Arts, School, Shounen",#598,#820,"309,702","3,606"
Azumanga Daiou The Animation,8.04,"Comedy, CGDCT, Gag Humor, School",#599,#645,"381,457","8,021"
Fate/stay night: Unlimited Blade Works Prologue,8.04,"Action, Fantasy, Urban Fantasy",#600,#770,"328,339",449
Given Movie 2: Hiiragi Mix,8.04,"Boys Love, Drama, Music",#601,#4107,"32,056",173
Given Movie 2: Hiiragi Mix,8.04,"Boys Love, Drama, Music",#601,#4107,"32,056",173
Golden Boy,8.04,"Adventure, Comedy, Ecchi, Adult Cast, Gag Humor, Workplace, Seinen",#602,#575,"417,144","6,183"
Gosick,8.04,"Drama, Mystery, Romance, Historical",#603,#404,"567,098","8,493"
Omoide no Marnie,8.04,"Drama, Mystery, Suspense, Psychological",#604,#817,"310,601","2,726"
Paprika,8.04,"Avant Garde, Award Winning, Mystery, Sci-Fi, Suspense, Adult Cast, Psychological",#605,#410,"562,237","4,973"
Persona 3 the Movie 4: Winter of Rebirth,8.04,"Action, Supernatural, Super Power",#606,#2530,"78,044",759
Karakai Jouzu no Takagi-san 2,8.03,"Comedy, Love Status Quo, School, Shounen",#607,#727,"342,320","2,317"
Kill la Kill,8.03,"Action, Comedy, Fantasy, Ecchi, School, Urban Fantasy",#608,#55,"1,761,697","38,203"
Lovely★Complex,8.03,"Comedy, Romance, School, Shoujo",#609,#374,"608,386","10,397"
Mairimashita! Iruma-kun 2nd Season,8.03,"Comedy, Fantasy, Isekai, School, Shounen",#610,#740,"337,992","2,401"
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,8.03,"Adventure, Comedy, Mystery, Detective, Shounen",#611,#2752,"68,196",84
Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,8.03,"Adventure, Comedy, Mystery, Detective, Shounen",#612,#2847,"64,423",99
Meitantei Conan Movie 10: Tantei-tachi no Requiem,8.03,"Adventure, Comedy, Mystery, Detective, Shounen",#613,#3014,"57,983",53
NieR:Automata Ver1.1a Part 2,8.03,"Action, Fantasy, Sci-Fi",#614,#2411,"84,698",377
Tsuki ga Kirei,8.03,"Romance, School",#615,#415,"559,360","7,963"
Wan Sheng Jie 2,8.03,"Comedy, Fantasy, Mythology, Urban Fantasy",#616,#5877,"13,545",61
xxxHOLiC Shunmuki,8.03,"Comedy, Drama, Mystery, Supernatural, Seinen",#617,#2656,"72,390",107
5-toubun no Hanayome ∬,8.03,"Comedy, Romance, Harem, School, Shounen",#618,#282,"744,842","11,537"
Akatsuki no Yona,8.03,"Action, Adventure, Fantasy, Romance, Shoujo",#619,#210,"878,926","16,758"
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,8.03,Music,#620,#6664,"9,949",71
Black Lagoon,8.03,"Action, Adult Cast, Organized Crime, Seinen",#621,#157,"1,039,457","19,343"
Dennou Coil,8.03,"Adventure, Award Winning, Drama, Mystery, Sci-Fi",#622,#1605,"150,655","1,660"
FLCL,8.03,"Action, Avant Garde, Comedy, Sci-Fi, Suspense, Mecha, Parody, Psychological",#623,#224,"846,020","31,268"
Glass no Kamen (2005),8.03,"Drama, Romance, Performing Arts, Showbiz, Shoujo",#624,#3621,"41,265",516
Black Lagoon: Roberta's Blood Trail,8.02,"Action, Adult Cast, Organized Crime, Seinen",#625,#822,"309,240","1,404"
Full Metal Panic? Fumoffu,8.02,"Action, Comedy, Gag Humor, School",#626,#851,"301,489","2,949"
Ginga Nagareboshi Gin,8.02,"Action, Adventure, Drama, Anthropomorphic, Shounen",#627,#4343,"28,246",844
Hibike! Euphonium,8.02,"Drama, Music, Performing Arts, School",#628,#490,"479,075","7,597"
Kimi ni Todoke,8.02,"Drama, Romance, School, Shoujo",#629,#167,"990,457","14,675"
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.02,"Adventure, Comedy, Fantasy, Isekai, Parody",#630,#637,"385,322",745
Mignon,8.02,"Boys Love, Drama, Vampire",#631,#4487,"26,486",397
Omae Umasou da na,8.02,"Action, Adventure, Fantasy, Anthropomorphic, Childcare, Kids",#632,#4953,"21,054",188
Summer Wars,8.02,"Award Winning, Comedy, Sci-Fi",#633,#437,"528,860","3,983"
Tonikaku Kawaii: SNS,8.02,"Comedy, Romance, Shounen",#634,#1506,"163,598",784
Wan Sheng Jie 3,8.02,"Comedy, Fantasy, Mythology, Urban Fantasy",#635,#6948,"8,957",43
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,8.02,"Comedy, Romance, Love Polygon, School",#636,#992,"258,096",471
Yuru Camp△ Season 3,8.02,"Slice of Life, CGDCT, Iyashikei",#637,#2379,"85,975",514
Shadows House 2nd Season,8.01,"Fantasy, Mystery, Seinen",#638,#1833,"126,749",695
SK∞,8.01,"Sports, Racing",#639,#390,"581,256","13,337"
Slayers Next,8.01,"Action, Adventure, Comedy, Fantasy",#640,#2654,"72,423",853
Toaru Kagaku no Railgun S,8.01,"Action, Fantasy, Sci-Fi, Super Power",#641,#614,"397,140","3,769"
Juuni Kokuki,8.01,"Action, Adventure, Fantasy, Isekai",#642,#1549,"158,479","2,532"
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.01,"Action, Drama, Fantasy, Mystery, Suspense, Urban Fantasy",#643,#1091,"233,428",684
"Komi-san wa, Comyushou desu. 2nd Season",8.01,"Comedy, Love Status Quo, School, Shounen",#644,#458,"507,156","3,880"
Magi: The Labyrinth of Magic,8.01,"Action, Adventure, Fantasy, Shounen",#645,#150,"1,068,489","9,313"
Pui Pui Molcar,8.01,"Comedy, Anthropomorphic, Kids",#646,#5310,"17,519",291
Saiunkoku Monogatari 2nd Season,8.01,"Adventure, Fantasy, Romance, Historical, Reverse Harem, Shoujo",#647,#3570,"42,492",200
Kaichou wa Maid-sama!,8.0,"Comedy, Romance, School, Shoujo",#648,#107,"1,277,556","23,115"
Kidou Senshi Gundam: Dai 08 MS Shoutai,8.0,"Action, Adventure, Drama, Romance, Sci-Fi, Mecha, Military",#649,#2356,"87,290","1,135"
Meitantei Conan Movie 15: Chinmoku no Quarter,8.0,"Adventure, Comedy, Mystery, Detective, Shounen",#650,#3247,"50,283",53
Naruto,8.0,"Action, Adventure, Fantasy, Martial Arts, Shounen",#651,#9,"2,926,693","81,285"
Baby Steps 2nd Season,8.0,"Sports, School, Shounen",#652,#2286,"92,423",310
BanG Dream! 3rd Season,8.0,"CGDCT, Music, School",#653,#3746,"38,717",571
Black Clover: Mahou Tei no Ken,8.0,"Action, Comedy, Fantasy, Shounen",#654,#1080,"235,664","2,732"
Boku no Hero Academia 3rd Season,8.0,"Action, School, Super Power, Shounen",#655,#26,"2,245,134","12,512"
D.Gray-man,8.0,"Action, Adventure, Fantasy, Mythology, Super Power, Shounen",#656,#297,"704,967","13,607"
Evangelion Movie 1: Jo,8.0,"Action, Award Winning, Drama, Sci-Fi, Suspense, Mecha, Psychological",#657,#391,"580,753","1,969"
Fullmetal Alchemist: Brotherhood Specials,8.0,"Action, Adventure, Drama, Fantasy, Military, Shounen",#658,#1513,"162,321",198
Tokyo Magnitude 8.0,8.0,"Award Winning, Drama",#659,#845,"302,790","1,777"
Tsumiki no Ie,8.0,"Award Winning, Drama",#660,#2200,"98,218",480
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.0,"Comedy, Romance, Love Polygon, School",#661,#85,"1,475,282","29,202"
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.99,"Sports, Music",#662,#2364,"86,889",290
Zombieland Saga Revenge,7.99,"Comedy, Supernatural, Idols (Female), Music, Parody",#663,#1138,"223,741","1,591"
Kami nomi zo Shiru Sekai: Megami-hen,7.99,"Comedy, Romance, Supernatural, Harem, Otaku Culture, Shounen",#664,#700,"353,528","2,097"
Kara no Kyoukai Movie: Mirai Fukuin,7.99,"Drama, Mystery, Supernatural",#665,#1923,"119,294",283
Kidou Keisatsu Patlabor 2 the Movie,7.99,"Action, Award Winning, Drama, Mystery, Sci-Fi, Detective, Mecha, Military",#666,#3682,"40,255",848
Kimi ni Todoke 2nd Season,7.99,"Drama, Romance, School, Shoujo",#667,#453,"509,893","1,824"
Aria the OVA: Arietta,7.99,"Fantasy, Sci-Fi, Slice of Life, Iyashikei, Shounen",#668,#3724,"39,172",81
Clannad,7.99,"Drama, Romance, Supernatural, School",#669,#91,"1,440,943","27,788"
ef: A Tale of Melodies.,7.99,"Drama, Mystery, Romance, Supernatural",#670,#1479,"166,865","1,717"
Eve no Jikan,7.99,"Sci-Fi, Slice of Life",#671,#1327,"188,551","1,255"
Hachimitsu to Clover,7.99,"Comedy, Drama, Romance, Adult Cast, Love Polygon, Visual Arts, Josei",#672,#928,"273,277","4,154"
Bungou Stray Dogs Wan!,7.98,Comedy,#673,#1876,"123,511","1,158"
Haibane Renmei,7.98,"Drama, Fantasy, Mystery, Suspense, Psychological",#674,#856,"300,438","8,093"
Hanada Shounen-shi,7.98,"Comedy, Drama, Slice of Life, Supernatural, Seinen",#675,#5416,"16,641",161
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,7.98,"Fantasy, Isekai, Reincarnation",#676,#771,"327,793","3,016"
Shokugeki no Souma: San no Sara,7.98,"Gourmet, Ecchi, School, Shounen",#677,#164,"996,660","2,646"
Touch,7.98,"Drama, Romance, Sports, Love Polygon, School, Team Sports, Shounen",#678,#3826,"37,073",595
Wolf's Rain OVA,7.98,"Action, Adventure, Drama, Sci-Fi, Supernatural",#679,#2703,"70,447",386
Zhan Shen: Fanchen Shenyu,7.97,"Action, Fantasy, Suspense, Psychological",#698,#12083,"1,765",28
